CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment,Cluster,Cluster_Name,Cluster_Action
15539,7,1,538.46,5,1,3,9,513,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15540,11,1,213.3,5,1,1,7,511,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15541,114,1,85.13000000000001,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15543,288,1,127.86,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15544,9,9,3546.71,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15545,54,2,292.72,3,3,2,8,332,Promising,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15547,7,14,4954.84,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15549,77,3,1693.26,2,3,4,9,234,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15550,4,4,575.63,5,4,3,12,543,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15551,37,1,436.06,3,1,2,6,312,Need Attention,0,New Potentials,"Welcome series, onboarding discounts, education content"
15552,217,1,90.12,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15553,60,1,437.23,3,1,2,6,312,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15554,278,1,217.2,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15555,12,16,4805.17,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15556,24,1,279.77,4,1,2,7,412,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15557,29,1,473.65,4,1,2,7,412,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15561,12,4,800.5899999999999,5,4,3,12,543,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15562,352,1,134.55,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15563,22,4,1400.44,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15565,50,2,173.16000000000005,3,3,1,7,331,Promising,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15567,19,1,186.01,4,1,1,6,411,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15568,3,3,758.29,5,3,3,11,533,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
15569,104,5,1375.71,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15570,7,12,4165.52,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15571,12,4,650.4300000000001,5,4,3,12,543,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15572,5,7,2552.86,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15573,32,2,607.45,4,3,3,10,433,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
15574,178,4,702.25,2,4,3,9,243,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15576,38,1,940.67,3,1,3,7,313,Need Attention,0,New Potentials,"Welcome series, onboarding discounts, education content"
15577,151,3,258.88,2,3,2,7,232,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15578,162,1,127.1,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15579,69,2,348.6,3,3,2,8,332,Promising,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15581,121,13,3679.97,2,5,5,12,255,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15582,25,3,682.9100000000001,4,3,3,10,433,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
15584,24,4,725.11,4,4,3,11,443,Loyal Customers,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15585,177,1,455.3,2,1,2,5,212,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15587,50,4,913.68,3,4,3,10,343,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15589,256,3,478.53,1,3,2,6,132,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15592,47,1,388.58,3,1,2,6,312,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15593,71,1,199.8,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15594,16,5,1771.78,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15596,101,5,1406.59,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15597,35,1,324.57,3,1,2,6,312,Need Attention,0,New Potentials,"Welcome series, onboarding discounts, education content"
15598,53,1,240.68,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15599,27,2,761.74,4,3,3,10,433,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
15601,11,14,6776.56,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15602,8,9,1297.87,5,5,4,14,554,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15603,79,1,48.48,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15604,52,1,216.39,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15605,36,5,1198.23,3,4,4,11,344,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15606,61,9,2920.16,3,5,5,13,355,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15607,337,1,104.76,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15608,28,4,1093.68,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15609,184,1,298.48,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15610,52,1,112.46,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15611,10,13,1591.45,5,5,4,14,554,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15612,36,2,195.15,3,3,1,7,331,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
15615,10,23,10399.74,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15618,33,4,776.851,4,4,3,11,443,Loyal Customers,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15619,11,1,336.4,5,1,2,8,512,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15620,57,3,1553.18,3,3,4,10,334,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15621,4,4,1293.03,5,4,4,13,544,Champions,0,New Potentials,"Welcome series, onboarding discounts, education content"
15622,43,9,3709.56,3,5,5,13,355,Promising,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15623,141,1,301.03000000000003,2,1,2,5,212,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15624,117,4,588.13,2,4,3,9,243,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15625,104,4,1534.26,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15626,75,2,675.8,2,3,3,8,233,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15628,5,9,2870.24,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15630,45,2,1186.35,3,3,4,10,334,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15632,16,8,3285.31,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15634,17,1,243.55,4,1,1,6,411,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15636,90,2,724.76,2,3,3,8,233,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15637,53,1,223.36,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15639,134,1,425.32,2,1,2,5,212,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15640,4,15,12515.66,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15641,105,4,1887.2,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15643,192,3,664.0,1,3,3,7,133,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15644,166,4,813.0,2,4,3,9,243,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15645,19,1,612.01,4,1,3,8,413,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15646,158,3,447.64,2,3,2,7,232,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15648,204,2,657.35,1,3,3,7,133,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15649,336,2,816.0,1,3,3,7,133,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15651,37,3,646.3,3,3,3,9,333,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15652,91,1,337.74,2,1,2,5,212,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15653,93,2,877.44,2,3,3,8,233,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15654,9,2,922.53,5,3,3,11,533,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
15655,243,1,560.6700000000001,1,1,3,5,113,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15656,45,4,748.5,3,4,3,10,343,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15657,23,1,30.0,4,1,1,6,411,New Customers,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15658,190,5,1024.1,1,4,4,9,144,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15659,44,1,306.45,3,1,2,6,312,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15660,25,9,1600.86,4,5,4,13,454,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15661,317,2,309.8,1,3,2,6,132,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15663,106,1,138.14,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15664,51,1,386.43,3,1,2,6,312,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15665,168,2,2242.01,2,3,5,10,235,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15667,40,1,301.32000000000005,3,1,2,6,312,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15668,218,1,76.32000000000001,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15669,40,4,684.34,3,4,3,10,343,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15670,297,1,173.05,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15671,19,7,2657.13,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15673,88,4,2881.02,2,4,5,11,245,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15674,73,5,2446.6,2,4,5,11,245,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15675,81,3,323.69,2,3,2,7,232,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15676,19,3,3435.76,4,3,5,12,435,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15677,49,1,657.23,3,1,3,7,313,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15678,53,1,352.7,3,1,2,6,312,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15679,24,4,781.28,4,4,3,11,443,Loyal Customers,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15680,9,3,1333.68,5,3,4,12,534,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
15681,25,5,1426.16,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15683,117,1,193.75,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15687,9,9,2993.1,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15689,120,2,254.1,2,3,2,7,232,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15690,4,2,239.76,5,3,1,9,531,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
15691,252,1,136.8,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15692,28,1,191.04,4,1,1,6,411,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15694,1,14,6479.4,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15695,267,2,409.98,1,3,2,6,132,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15696,33,8,2736.46,4,5,5,14,455,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15699,18,1,309.65,4,1,2,7,412,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15700,172,2,696.68,2,3,3,8,233,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15701,2,4,1542.14,5,4,4,13,544,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15703,265,1,211.5,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15704,140,4,2293.62,2,4,5,11,245,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15705,201,1,143.1,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15706,64,4,1060.56,3,4,4,11,344,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15707,35,4,945.58,3,4,4,11,344,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15708,41,7,3364.24,3,5,5,13,355,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15709,284,1,133.25,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15712,9,5,1072.36,5,4,4,13,544,Champions,0,New Potentials,"Welcome series, onboarding discounts, education content"
15713,143,2,356.7,2,3,2,7,232,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15714,12,2,330.88,5,3,2,10,532,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
15716,146,4,1118.81,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15717,234,1,150.3,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15719,33,13,5045.61,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15720,24,1,598.73,4,1,3,8,413,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15721,12,1,507.08,5,1,3,9,513,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15722,36,5,2222.56,3,4,5,12,345,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15723,365,1,203.1,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15724,201,2,218.25,1,3,1,5,131,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15725,15,1,415.25,4,1,2,7,412,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15727,17,7,5178.96,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15729,213,1,85.0,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15730,66,3,1120.88,3,3,4,10,334,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15732,212,2,294.12,1,3,2,6,132,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15733,283,1,162.3,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15734,115,2,1339.45,2,3,4,9,234,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15737,15,8,1205.12,4,5,4,13,454,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15738,19,16,4812.42,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15739,66,1,449.12,3,1,2,6,312,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15740,49,1,154.88,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15743,16,4,784.46,4,4,3,11,443,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15744,78,1,34.8,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15745,19,4,1094.59,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15746,134,1,196.88,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15747,13,3,974.04,5,3,4,12,534,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
15748,40,1,149.31,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15749,235,3,44534.3,1,3,5,9,135,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15750,3,8,2465.48,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15752,40,7,2637.38,3,5,5,13,355,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15753,305,1,79.2,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15754,51,3,458.57,3,3,2,8,332,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15755,10,6,2364.25,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15756,61,4,532.96,3,4,3,10,343,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15757,66,2,714.42,3,3,3,9,333,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15758,25,1,205.25,4,2,1,7,421,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15759,218,3,253.04,1,3,2,6,132,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15762,65,2,583.75,3,3,3,9,333,Promising,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15763,32,2,1086.92,4,3,4,11,434,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15764,88,6,3279.9700000000003,2,5,5,12,255,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15766,64,1,315.06,3,2,2,7,322,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15768,116,3,621.83,2,4,3,9,243,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15769,7,26,56252.72,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15773,6,1,635.6800000000001,5,2,3,10,523,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15774,69,1,270.8,3,2,2,7,322,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15775,245,1,104.9,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15776,133,1,241.62,2,2,1,5,221,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15777,241,4,1047.11,1,4,4,9,144,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15780,184,3,475.28,1,4,2,7,142,Can't Lose Them,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15781,25,3,345.46000000000004,4,4,2,10,442,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15782,10,3,2614.74,5,4,5,14,545,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15783,11,1,246.3,5,2,1,8,521,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15785,33,5,2328.9700000000003,4,4,5,13,445,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15786,46,3,4932.2,3,4,5,12,345,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15787,26,3,948.05,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15789,358,1,351.3,1,2,2,5,122,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15790,10,1,220.85,5,2,1,8,521,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15791,44,2,1612.69,3,3,4,10,334,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15793,15,3,965.61,4,4,4,12,444,Champions,0,New Potentials,"Welcome series, onboarding discounts, education content"
15795,150,1,610.01,2,2,3,7,223,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15796,1,8,2711.56,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15797,113,4,2207.4,2,4,5,11,245,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15799,76,3,884.14,2,4,3,9,243,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15800,107,2,699.08,2,3,3,8,233,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15801,46,3,1063.95,3,4,4,11,344,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15802,143,1,451.42,2,2,2,6,222,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15803,51,1,415.8200000000001,3,2,2,7,322,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15804,1,13,4206.39,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15805,23,17,5528.4800000000005,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15806,46,3,784.58,3,4,3,10,343,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15807,50,3,903.9,3,4,3,10,343,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15808,306,4,3734.97,1,4,5,10,145,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15809,36,5,515.77,3,4,3,10,343,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15810,79,4,1391.98,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15811,22,6,2218.62,4,5,5,14,455,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15812,107,5,1801.14,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15813,208,2,1303.91,1,3,4,8,134,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15814,17,4,1945.33,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15815,64,5,2100.6,3,4,5,12,345,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15819,49,4,1905.45,3,4,4,11,344,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15820,320,1,206.98,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15821,44,2,570.96,3,3,3,9,333,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
15822,3,2,885.47,5,3,3,11,533,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
15823,372,1,15.0,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15825,172,1,532.94,2,2,3,7,223,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15826,56,3,1654.31,3,4,4,11,344,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15827,73,14,1836.09,2,5,4,11,254,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15829,99,2,636.14,2,3,3,8,233,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15830,38,1,576.0,3,2,3,8,323,Need Attention,0,New Potentials,"Welcome series, onboarding discounts, education content"
15831,58,3,801.76,3,4,3,10,343,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15832,254,1,836.79,1,2,3,6,123,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15834,70,4,2233.75,3,4,5,12,345,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15835,44,4,954.09,3,4,4,11,344,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15836,50,1,137.37,3,2,1,6,321,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15837,65,1,391.98,3,2,2,7,322,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15838,11,19,33643.08,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15839,33,3,1048.49,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15840,59,2,355.56,3,3,2,8,332,Promising,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15841,73,4,1224.06,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15843,304,1,118.95,1,2,1,4,121,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15844,46,1,130.73999999999998,3,2,1,6,321,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15845,18,8,3711.77,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15847,38,2,389.27,3,3,2,8,332,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
15850,19,2,238.85,4,3,1,8,431,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
15852,187,2,160.71,1,3,1,5,131,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15853,52,1,110.8,3,2,1,6,321,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
15854,4,12,2974.65,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15855,137,5,712.24,2,4,3,9,243,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15856,4,27,16387.57,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15857,19,1,297.0,4,2,2,8,422,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
15858,16,5,1438.85,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15860,41,8,977.21,3,5,4,12,354,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
15861,12,8,3165.36,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
15862,8,4,832.88,5,4,3,12,543,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
